,Movie,Year,IMDB,Metascore,Votes,Runtime,Director,Genre
3877,Death on the Nile,2022,6.3,52,172705,127 min,Kenneth Branagh,"Crime, Drama, Mystery"
3878,Barbarian,2022,7.0,78,161985,102 min,Zach Cregger,"Horror, Mystery, Thriller"
3879,Fantastic Beasts: The Secrets of Dumbledore,2022,6.2,47,159585,142 min,David Yates,"Adventure, Family, Fantasy"
3880,RRR,2022,7.8,83,157683,187 min,S.S. Rajamouli,"Action, Drama"
3881,Puss in Boots: The Last Wish,2022,7.8,73,156719,102 min,Joel Crawford,"Animation, Adventure, Comedy"
3882,Triangle of Sadness,2022,7.3,63,156105,147 min,Ruben Östlund,"Comedy, Drama"
3883,Babylon,2022,7.1,61,148317,189 min,Damien Chazelle,"Comedy, Drama, History"
3884,Scream,2022,6.3,60,147534,114 min,Matt Bettinelli-Olpin,"Horror, Mystery, Thriller"
3885,X,2022,6.6,79,147171,105 min,Ti West,"Horror, Mystery, Thriller"
3886,Morbius,2022,5.2,35,142809,104 min,Daniel Espinosa,"Action, Adventure, Horror"
3887,Smile,2022,6.5,68,142364,115 min,Parker Finn,"Horror, Mystery, Thriller"
3888,Turning Red,2022,7.0,83,141706,100 min,Domee Shi,"Animation, Adventure, Comedy"
3889,The Lost City,2022,6.1,60,141579,112 min,Aaron Nee,"Action, Adventure, Comedy"
3890,Hustle,2022,7.3,68,137238,117 min,Jeremiah Zagar,"Comedy, Drama, Sport"
3891,The Unbearable Weight of Massive Talent,2022,7.0,68,136056,107 min,Tom Gormican,"Action, Comedy, Crime"
3892,A Man Called Otto,2022,7.5,51,134723,126 min,Marc Forster,"Comedy, Drama"
3893,Don't Worry Darling,2022,6.3,48,131228,123 min,Olivia Wilde,"Drama, Mystery, Thriller"
3894,M3GAN,2022,6.4,72,126981,102 min,Gerard Johnstone,"Horror, Sci-Fi, Thriller"
3895,Lightyear,2022,6.1,60,118776,105 min,Angus MacLane,"Animation, Action, Adventure"
3896,The Pale Blue Eye,2022,6.6,56,115206,128 min,Scott Cooper,"Crime, Horror, Mystery"
3897,Brahmastra Part One: Shiva,2022,5.6,57,110008,167 min,Ayan Mukerji,"Action, Adventure, Fantasy"
3898,Where the Crawdads Sing,2022,7.2,43,108566,125 min,Olivia Newman,"Drama, Mystery, Romance"
3899,Guillermo del Toro's Pinocchio,2022,7.6,79,105476,117 min,Guillermo del Toro,"Animation, Drama, Family"
3900,The Fabelmans,2022,7.5,84,103788,151 min,Steven Spielberg,Drama
3901,The Batman,2022,7.8,72,736532,176 min,Matt Reeves,"Action, Crime, Drama"
3902,Top Gun: Maverick,2022,8.3,78,634206,130 min,Joseph Kosinski,"Action, Drama"
3903,Everything Everywhere All at Once,2022,7.8,81,482646,139 min,Daniel Kwan,"Action, Adventure, Comedy"
3904,Avatar: The Way of Water,2022,7.6,67,462939,192 min,James Cameron,"Action, Adventure, Fantasy"
3905,Doctor Strange in the Multiverse of Madness,2022,6.9,60,455443,126 min,Sam Raimi,"Action, Adventure, Fantasy"
3906,Glass Onion,2022,7.1,81,413170,139 min,Rian Johnson,"Comedy, Crime, Drama"
3907,Bullet Train,2022,7.3,49,388375,127 min,David Leitch,"Action, Comedy, Thriller"
3908,Thor: Love and Thunder,2022,6.2,57,379925,118 min,Taika Waititi,"Action, Adventure, Comedy"
3909,The Menu,2022,7.2,71,354485,107 min,Mark Mylod,"Comedy, Horror, Thriller"
3910,Black Panther: Wakanda Forever,2022,6.7,67,287135,161 min,Ryan Coogler,"Action, Adventure, Drama"
3911,Black Adam,2022,6.3,41,260758,125 min,Jaume Collet-Serra,"Action, Adventure, Fantasy"
3912,Nope,2022,6.8,77,245719,130 min,Jordan Peele,"Horror, Mystery, Sci-Fi"
3913,Uncharted,2022,6.3,45,238641,116 min,Ruben Fleischer,"Action, Adventure"
3914,The Northman,2022,7.0,82,237231,137 min,Robert Eggers,"Action, Adventure, Drama"
3915,The Banshees of Inisherin,2022,7.7,87,228743,114 min,Martin McDonagh,"Comedy, Drama"
3916,The Gray Man,2022,6.5,49,226234,122 min,Anthony Russo,"Action, Thriller"
3917,All Quiet on the Western Front,2022,7.8,76,224081,148 min,Edward Berger,"Action, Drama, War"
3918,The Adam Project,2022,6.7,55,220937,106 min,Shawn Levy,"Action, Adventure, Comedy"
3919,Elvis,2022,7.3,64,217384,159 min,Baz Luhrmann,"Biography, Drama, Music"
3920,Prey,2022,7.1,71,215260,100 min,Dan Trachtenberg,"Action, Adventure, Drama"
3921,Jurassic World Dominion,2022,5.6,38,192952,147 min,Colin Trevorrow,"Action, Adventure, Sci-Fi"
3922,The Whale,2022,7.7,60,182059,117 min,Darren Aronofsky,Drama
3923,Laal Singh Chaddha,2022,5.6,46,176776,159 min,Advait Chandan,"Comedy, Drama, Romance"
3924,Death on the Nile,2022,6.3,52,172705,127 min,Kenneth Branagh,"Crime, Drama, Mystery"
3925,Barbarian,2022,7.0,78,161985,102 min,Zach Cregger,"Horror, Mystery, Thriller"
3926,Fantastic Beasts: The Secrets of Dumbledore,2022,6.2,47,159585,142 min,David Yates,"Adventure, Family, Fantasy"
3927,RRR,2022,7.8,83,157683,187 min,S.S. Rajamouli,"Action, Drama"
3928,Puss in Boots: The Last Wish,2022,7.8,73,156719,102 min,Joel Crawford,"Animation, Adventure, Comedy"
3929,Triangle of Sadness,2022,7.3,63,156105,147 min,Ruben Östlund,"Comedy, Drama"
3930,Babylon,2022,7.1,61,148317,189 min,Damien Chazelle,"Comedy, Drama, History"
3931,Scream,2022,6.3,60,147534,114 min,Matt Bettinelli-Olpin,"Horror, Mystery, Thriller"
3932,X,2022,6.6,79,147171,105 min,Ti West,"Horror, Mystery, Thriller"
3933,Morbius,2022,5.2,35,142809,104 min,Daniel Espinosa,"Action, Adventure, Horror"
3934,Smile,2022,6.5,68,142364,115 min,Parker Finn,"Horror, Mystery, Thriller"
3935,Turning Red,2022,7.0,83,141706,100 min,Domee Shi,"Animation, Adventure, Comedy"
3936,The Lost City,2022,6.1,60,141579,112 min,Aaron Nee,"Action, Adventure, Comedy"
3937,Hustle,2022,7.3,68,137238,117 min,Jeremiah Zagar,"Comedy, Drama, Sport"
3938,The Unbearable Weight of Massive Talent,2022,7.0,68,136056,107 min,Tom Gormican,"Action, Comedy, Crime"
3939,A Man Called Otto,2022,7.5,51,134723,126 min,Marc Forster,"Comedy, Drama"
3940,Don't Worry Darling,2022,6.3,48,131228,123 min,Olivia Wilde,"Drama, Mystery, Thriller"
3941,M3GAN,2022,6.4,72,126981,102 min,Gerard Johnstone,"Horror, Sci-Fi, Thriller"
3942,Lightyear,2022,6.1,60,118776,105 min,Angus MacLane,"Animation, Action, Adventure"
3943,The Pale Blue Eye,2022,6.6,56,115206,128 min,Scott Cooper,"Crime, Horror, Mystery"
3944,Brahmastra Part One: Shiva,2022,5.6,57,110008,167 min,Ayan Mukerji,"Action, Adventure, Fantasy"
3945,Where the Crawdads Sing,2022,7.2,43,108566,125 min,Olivia Newman,"Drama, Mystery, Romance"
3946,Guillermo del Toro's Pinocchio,2022,7.6,79,105476,117 min,Guillermo del Toro,"Animation, Drama, Family"
3947,The Fabelmans,2022,7.5,84,103788,151 min,Steven Spielberg,Drama
3948,The Batman,2022,7.8,72,736532,176 min,Matt Reeves,"Action, Crime, Drama"
3949,Top Gun: Maverick,2022,8.3,78,634206,130 min,Joseph Kosinski,"Action, Drama"
3950,Everything Everywhere All at Once,2022,7.8,81,482646,139 min,Daniel Kwan,"Action, Adventure, Comedy"
3951,Avatar: The Way of Water,2022,7.6,67,462939,192 min,James Cameron,"Action, Adventure, Fantasy"
3952,Doctor Strange in the Multiverse of Madness,2022,6.9,60,455443,126 min,Sam Raimi,"Action, Adventure, Fantasy"
3953,Glass Onion,2022,7.1,81,413170,139 min,Rian Johnson,"Comedy, Crime, Drama"
3954,Bullet Train,2022,7.3,49,388375,127 min,David Leitch,"Action, Comedy, Thriller"
3955,Thor: Love and Thunder,2022,6.2,57,379925,118 min,Taika Waititi,"Action, Adventure, Comedy"
3956,The Menu,2022,7.2,71,354485,107 min,Mark Mylod,"Comedy, Horror, Thriller"
3957,Black Panther: Wakanda Forever,2022,6.7,67,287135,161 min,Ryan Coogler,"Action, Adventure, Drama"
3958,Black Adam,2022,6.3,41,260758,125 min,Jaume Collet-Serra,"Action, Adventure, Fantasy"
3959,Nope,2022,6.8,77,245719,130 min,Jordan Peele,"Horror, Mystery, Sci-Fi"
3960,Uncharted,2022,6.3,45,238641,116 min,Ruben Fleischer,"Action, Adventure"
3961,The Northman,2022,7.0,82,237231,137 min,Robert Eggers,"Action, Adventure, Drama"
3962,The Banshees of Inisherin,2022,7.7,87,228743,114 min,Martin McDonagh,"Comedy, Drama"
3963,The Gray Man,2022,6.5,49,226234,122 min,Anthony Russo,"Action, Thriller"
3964,All Quiet on the Western Front,2022,7.8,76,224081,148 min,Edward Berger,"Action, Drama, War"
3965,The Adam Project,2022,6.7,55,220937,106 min,Shawn Levy,"Action, Adventure, Comedy"
3966,Elvis,2022,7.3,64,217384,159 min,Baz Luhrmann,"Biography, Drama, Music"
3967,Prey,2022,7.1,71,215260,100 min,Dan Trachtenberg,"Action, Adventure, Drama"
3968,Jurassic World Dominion,2022,5.6,38,192952,147 min,Colin Trevorrow,"Action, Adventure, Sci-Fi"
3969,The Whale,2022,7.7,60,182059,117 min,Darren Aronofsky,Drama
3970,Laal Singh Chaddha,2022,5.6,46,176776,159 min,Advait Chandan,"Comedy, Drama, Romance"
3971,Death on the Nile,2022,6.3,52,172705,127 min,Kenneth Branagh,"Crime, Drama, Mystery"
3972,Barbarian,2022,7.0,78,161985,102 min,Zach Cregger,"Horror, Mystery, Thriller"
3973,Fantastic Beasts: The Secrets of Dumbledore,2022,6.2,47,159585,142 min,David Yates,"Adventure, Family, Fantasy"
3974,RRR,2022,7.8,83,157683,187 min,S.S. Rajamouli,"Action, Drama"
3975,Puss in Boots: The Last Wish,2022,7.8,73,156719,102 min,Joel Crawford,"Animation, Adventure, Comedy"
3976,Triangle of Sadness,2022,7.3,63,156105,147 min,Ruben Östlund,"Comedy, Drama"
3977,Babylon,2022,7.1,61,148317,189 min,Damien Chazelle,"Comedy, Drama, History"
3978,Scream,2022,6.3,60,147534,114 min,Matt Bettinelli-Olpin,"Horror, Mystery, Thriller"
3979,X,2022,6.6,79,147171,105 min,Ti West,"Horror, Mystery, Thriller"
3980,Morbius,2022,5.2,35,142809,104 min,Daniel Espinosa,"Action, Adventure, Horror"
3981,Smile,2022,6.5,68,142364,115 min,Parker Finn,"Horror, Mystery, Thriller"
3982,Turning Red,2022,7.0,83,141706,100 min,Domee Shi,"Animation, Adventure, Comedy"
3983,The Lost City,2022,6.1,60,141579,112 min,Aaron Nee,"Action, Adventure, Comedy"
3984,Hustle,2022,7.3,68,137238,117 min,Jeremiah Zagar,"Comedy, Drama, Sport"
3985,The Unbearable Weight of Massive Talent,2022,7.0,68,136056,107 min,Tom Gormican,"Action, Comedy, Crime"
3986,A Man Called Otto,2022,7.5,51,134723,126 min,Marc Forster,"Comedy, Drama"
3987,Don't Worry Darling,2022,6.3,48,131228,123 min,Olivia Wilde,"Drama, Mystery, Thriller"
3988,M3GAN,2022,6.4,72,126981,102 min,Gerard Johnstone,"Horror, Sci-Fi, Thriller"
3989,Lightyear,2022,6.1,60,118776,105 min,Angus MacLane,"Animation, Action, Adventure"
3990,The Pale Blue Eye,2022,6.6,56,115206,128 min,Scott Cooper,"Crime, Horror, Mystery"
3991,Brahmastra Part One: Shiva,2022,5.6,57,110008,167 min,Ayan Mukerji,"Action, Adventure, Fantasy"
3992,Where the Crawdads Sing,2022,7.2,43,108566,125 min,Olivia Newman,"Drama, Mystery, Romance"
3993,Guillermo del Toro's Pinocchio,2022,7.6,79,105476,117 min,Guillermo del Toro,"Animation, Drama, Family"
3994,The Fabelmans,2022,7.5,84,103788,151 min,Steven Spielberg,Drama
3995,The Batman,2022,7.8,72,736532,176 min,Matt Reeves,"Action, Crime, Drama"
3996,Top Gun: Maverick,2022,8.3,78,634206,130 min,Joseph Kosinski,"Action, Drama"
3997,Everything Everywhere All at Once,2022,7.8,81,482646,139 min,Daniel Kwan,"Action, Adventure, Comedy"
3998,Avatar: The Way of Water,2022,7.6,67,462939,192 min,James Cameron,"Action, Adventure, Fantasy"
3999,Doctor Strange in the Multiverse of Madness,2022,6.9,60,455443,126 min,Sam Raimi,"Action, Adventure, Fantasy"
4000,Glass Onion,2022,7.1,81,413170,139 min,Rian Johnson,"Comedy, Crime, Drama"
4001,Bullet Train,2022,7.3,49,388375,127 min,David Leitch,"Action, Comedy, Thriller"
4002,Thor: Love and Thunder,2022,6.2,57,379925,118 min,Taika Waititi,"Action, Adventure, Comedy"
4003,The Menu,2022,7.2,71,354485,107 min,Mark Mylod,"Comedy, Horror, Thriller"
4004,Black Panther: Wakanda Forever,2022,6.7,67,287135,161 min,Ryan Coogler,"Action, Adventure, Drama"
4005,Black Adam,2022,6.3,41,260758,125 min,Jaume Collet-Serra,"Action, Adventure, Fantasy"
4006,Nope,2022,6.8,77,245719,130 min,Jordan Peele,"Horror, Mystery, Sci-Fi"
4007,Uncharted,2022,6.3,45,238641,116 min,Ruben Fleischer,"Action, Adventure"
4008,The Northman,2022,7.0,82,237231,137 min,Robert Eggers,"Action, Adventure, Drama"
4009,The Banshees of Inisherin,2022,7.7,87,228743,114 min,Martin McDonagh,"Comedy, Drama"
4010,The Gray Man,2022,6.5,49,226234,122 min,Anthony Russo,"Action, Thriller"
4011,All Quiet on the Western Front,2022,7.8,76,224081,148 min,Edward Berger,"Action, Drama, War"
4012,The Adam Project,2022,6.7,55,220937,106 min,Shawn Levy,"Action, Adventure, Comedy"
4013,Elvis,2022,7.3,64,217384,159 min,Baz Luhrmann,"Biography, Drama, Music"
4014,Prey,2022,7.1,71,215260,100 min,Dan Trachtenberg,"Action, Adventure, Drama"
4015,Jurassic World Dominion,2022,5.6,38,192952,147 min,Colin Trevorrow,"Action, Adventure, Sci-Fi"
4016,The Whale,2022,7.7,60,182059,117 min,Darren Aronofsky,Drama
4017,Laal Singh Chaddha,2022,5.6,46,176776,159 min,Advait Chandan,"Comedy, Drama, Romance"
4018,Death on the Nile,2022,6.3,52,172705,127 min,Kenneth Branagh,"Crime, Drama, Mystery"
4019,Barbarian,2022,7.0,78,161985,102 min,Zach Cregger,"Horror, Mystery, Thriller"
4020,Fantastic Beasts: The Secrets of Dumbledore,2022,6.2,47,159585,142 min,David Yates,"Adventure, Family, Fantasy"
4021,RRR,2022,7.8,83,157683,187 min,S.S. Rajamouli,"Action, Drama"
4022,Puss in Boots: The Last Wish,2022,7.8,73,156719,102 min,Joel Crawford,"Animation, Adventure, Comedy"
4023,Triangle of Sadness,2022,7.3,63,156105,147 min,Ruben Östlund,"Comedy, Drama"
4024,Babylon,2022,7.1,61,148317,189 min,Damien Chazelle,"Comedy, Drama, History"
4025,Scream,2022,6.3,60,147534,114 min,Matt Bettinelli-Olpin,"Horror, Mystery, Thriller"
4026,X,2022,6.6,79,147171,105 min,Ti West,"Horror, Mystery, Thriller"
4027,Morbius,2022,5.2,35,142809,104 min,Daniel Espinosa,"Action, Adventure, Horror"
4028,Smile,2022,6.5,68,142364,115 min,Parker Finn,"Horror, Mystery, Thriller"
4029,Turning Red,2022,7.0,83,141706,100 min,Domee Shi,"Animation, Adventure, Comedy"
4030,The Lost City,2022,6.1,60,141579,112 min,Aaron Nee,"Action, Adventure, Comedy"
4031,Hustle,2022,7.3,68,137238,117 min,Jeremiah Zagar,"Comedy, Drama, Sport"
4032,The Unbearable Weight of Massive Talent,2022,7.0,68,136056,107 min,Tom Gormican,"Action, Comedy, Crime"
4033,A Man Called Otto,2022,7.5,51,134723,126 min,Marc Forster,"Comedy, Drama"
4034,Don't Worry Darling,2022,6.3,48,131228,123 min,Olivia Wilde,"Drama, Mystery, Thriller"
4035,M3GAN,2022,6.4,72,126981,102 min,Gerard Johnstone,"Horror, Sci-Fi, Thriller"
4036,Lightyear,2022,6.1,60,118776,105 min,Angus MacLane,"Animation, Action, Adventure"
4037,The Pale Blue Eye,2022,6.6,56,115206,128 min,Scott Cooper,"Crime, Horror, Mystery"
4038,Brahmastra Part One: Shiva,2022,5.6,57,110008,167 min,Ayan Mukerji,"Action, Adventure, Fantasy"
4039,Where the Crawdads Sing,2022,7.2,43,108566,125 min,Olivia Newman,"Drama, Mystery, Romance"
4040,Guillermo del Toro's Pinocchio,2022,7.6,79,105476,117 min,Guillermo del Toro,"Animation, Drama, Family"
4041,The Fabelmans,2022,7.5,84,103788,151 min,Steven Spielberg,Drama
4042,The Batman,2022,7.8,72,736532,176 min,Matt Reeves,"Action, Crime, Drama"
4043,Top Gun: Maverick,2022,8.3,78,634206,130 min,Joseph Kosinski,"Action, Drama"
4044,Everything Everywhere All at Once,2022,7.8,81,482646,139 min,Daniel Kwan,"Action, Adventure, Comedy"
4045,Avatar: The Way of Water,2022,7.6,67,462939,192 min,James Cameron,"Action, Adventure, Fantasy"
4046,Doctor Strange in the Multiverse of Madness,2022,6.9,60,455443,126 min,Sam Raimi,"Action, Adventure, Fantasy"
4047,Glass Onion,2022,7.1,81,413170,139 min,Rian Johnson,"Comedy, Crime, Drama"
4048,Bullet Train,2022,7.3,49,388375,127 min,David Leitch,"Action, Comedy, Thriller"
4049,Thor: Love and Thunder,2022,6.2,57,379925,118 min,Taika Waititi,"Action, Adventure, Comedy"
4050,The Menu,2022,7.2,71,354485,107 min,Mark Mylod,"Comedy, Horror, Thriller"
4051,Black Panther: Wakanda Forever,2022,6.7,67,287135,161 min,Ryan Coogler,"Action, Adventure, Drama"
4052,Black Adam,2022,6.3,41,260758,125 min,Jaume Collet-Serra,"Action, Adventure, Fantasy"
4053,Nope,2022,6.8,77,245719,130 min,Jordan Peele,"Horror, Mystery, Sci-Fi"
4054,Uncharted,2022,6.3,45,238641,116 min,Ruben Fleischer,"Action, Adventure"
4055,The Northman,2022,7.0,82,237231,137 min,Robert Eggers,"Action, Adventure, Drama"
4056,The Banshees of Inisherin,2022,7.7,87,228743,114 min,Martin McDonagh,"Comedy, Drama"
4057,The Gray Man,2022,6.5,49,226234,122 min,Anthony Russo,"Action, Thriller"
4058,All Quiet on the Western Front,2022,7.8,76,224081,148 min,Edward Berger,"Action, Drama, War"
4059,The Adam Project,2022,6.7,55,220937,106 min,Shawn Levy,"Action, Adventure, Comedy"
4060,Elvis,2022,7.3,64,217384,159 min,Baz Luhrmann,"Biography, Drama, Music"
4061,Prey,2022,7.1,71,215260,100 min,Dan Trachtenberg,"Action, Adventure, Drama"
4062,Jurassic World Dominion,2022,5.6,38,192952,147 min,Colin Trevorrow,"Action, Adventure, Sci-Fi"
4063,The Whale,2022,7.7,60,182059,117 min,Darren Aronofsky,Drama
4064,Laal Singh Chaddha,2022,5.6,46,176776,159 min,Advait Chandan,"Comedy, Drama, Romance"
4065,Death on the Nile,2022,6.3,52,172705,127 min,Kenneth Branagh,"Crime, Drama, Mystery"
4066,Barbarian,2022,7.0,78,161985,102 min,Zach Cregger,"Horror, Mystery, Thriller"
4067,Fantastic Beasts: The Secrets of Dumbledore,2022,6.2,47,159585,142 min,David Yates,"Adventure, Family, Fantasy"
4068,RRR,2022,7.8,83,157683,187 min,S.S. Rajamouli,"Action, Drama"
4069,Puss in Boots: The Last Wish,2022,7.8,73,156719,102 min,Joel Crawford,"Animation, Adventure, Comedy"
4070,Triangle of Sadness,2022,7.3,63,156105,147 min,Ruben Östlund,"Comedy, Drama"
4071,Babylon,2022,7.1,61,148317,189 min,Damien Chazelle,"Comedy, Drama, History"
4072,Scream,2022,6.3,60,147534,114 min,Matt Bettinelli-Olpin,"Horror, Mystery, Thriller"
4073,X,2022,6.6,79,147171,105 min,Ti West,"Horror, Mystery, Thriller"
4074,Morbius,2022,5.2,35,142809,104 min,Daniel Espinosa,"Action, Adventure, Horror"
4075,Smile,2022,6.5,68,142364,115 min,Parker Finn,"Horror, Mystery, Thriller"
4076,Turning Red,2022,7.0,83,141706,100 min,Domee Shi,"Animation, Adventure, Comedy"
4077,The Lost City,2022,6.1,60,141579,112 min,Aaron Nee,"Action, Adventure, Comedy"
4078,Hustle,2022,7.3,68,137238,117 min,Jeremiah Zagar,"Comedy, Drama, Sport"
4079,The Unbearable Weight of Massive Talent,2022,7.0,68,136056,107 min,Tom Gormican,"Action, Comedy, Crime"
4080,A Man Called Otto,2022,7.5,51,134723,126 min,Marc Forster,"Comedy, Drama"
4081,Don't Worry Darling,2022,6.3,48,131228,123 min,Olivia Wilde,"Drama, Mystery, Thriller"
4082,M3GAN,2022,6.4,72,126981,102 min,Gerard Johnstone,"Horror, Sci-Fi, Thriller"
4083,Lightyear,2022,6.1,60,118776,105 min,Angus MacLane,"Animation, Action, Adventure"
4084,The Pale Blue Eye,2022,6.6,56,115206,128 min,Scott Cooper,"Crime, Horror, Mystery"
4085,Brahmastra Part One: Shiva,2022,5.6,57,110008,167 min,Ayan Mukerji,"Action, Adventure, Fantasy"
4086,Where the Crawdads Sing,2022,7.2,43,108566,125 min,Olivia Newman,"Drama, Mystery, Romance"
4087,Guillermo del Toro's Pinocchio,2022,7.6,79,105476,117 min,Guillermo del Toro,"Animation, Drama, Family"
4088,The Fabelmans,2022,7.5,84,103788,151 min,Steven Spielberg,Drama
4089,The Batman,2022,7.8,72,736532,176 min,Matt Reeves,"Action, Crime, Drama"
4090,Top Gun: Maverick,2022,8.3,78,634206,130 min,Joseph Kosinski,"Action, Drama"
4091,Everything Everywhere All at Once,2022,7.8,81,482646,139 min,Daniel Kwan,"Action, Adventure, Comedy"
4092,Avatar: The Way of Water,2022,7.6,67,462939,192 min,James Cameron,"Action, Adventure, Fantasy"
4093,Doctor Strange in the Multiverse of Madness,2022,6.9,60,455443,126 min,Sam Raimi,"Action, Adventure, Fantasy"
4094,Glass Onion,2022,7.1,81,413170,139 min,Rian Johnson,"Comedy, Crime, Drama"
4095,Bullet Train,2022,7.3,49,388375,127 min,David Leitch,"Action, Comedy, Thriller"
4096,Thor: Love and Thunder,2022,6.2,57,379925,118 min,Taika Waititi,"Action, Adventure, Comedy"
4097,The Menu,2022,7.2,71,354485,107 min,Mark Mylod,"Comedy, Horror, Thriller"
4098,Black Panther: Wakanda Forever,2022,6.7,67,287135,161 min,Ryan Coogler,"Action, Adventure, Drama"
4099,Black Adam,2022,6.3,41,260758,125 min,Jaume Collet-Serra,"Action, Adventure, Fantasy"
4100,Nope,2022,6.8,77,245719,130 min,Jordan Peele,"Horror, Mystery, Sci-Fi"
4101,Uncharted,2022,6.3,45,238641,116 min,Ruben Fleischer,"Action, Adventure"
4102,The Northman,2022,7.0,82,237231,137 min,Robert Eggers,"Action, Adventure, Drama"
4103,The Banshees of Inisherin,2022,7.7,87,228743,114 min,Martin McDonagh,"Comedy, Drama"
4104,The Gray Man,2022,6.5,49,226234,122 min,Anthony Russo,"Action, Thriller"
4105,All Quiet on the Western Front,2022,7.8,76,224081,148 min,Edward Berger,"Action, Drama, War"
4106,The Adam Project,2022,6.7,55,220937,106 min,Shawn Levy,"Action, Adventure, Comedy"
4107,Elvis,2022,7.3,64,217384,159 min,Baz Luhrmann,"Biography, Drama, Music"
